dimer_comdist,VC_corrected
17.33134185763145,-0.34468238590713207
7.423948896360485,-0.7321529279740755
15.6355758926718,-0.3969006816802552
21.354989848359036,-0.24231857111822774
8.897075691462978,-0.5423906478435592
11.393129798792952,-0.43827999324358013
6.683781462875832,-0.6636904820477575
24.570690204230882,-0.1884106763397222
10.991543294002055,-0.6917258800090091
20.665096052663625,-0.2680073510764554
10.567306356355195,-0.4604140469999095
12.227817308217364,-0.43698917381645236
9.45210247445189,-0.4840809372256509
19.287543110351667,-0.283557985644924
6.454610540025885,-0.679460690271878
9.790368334541999,-0.4361527102693968
10.147115991894454,-0.513804314171835
5.314471117904204,-0.7436570812934874
4.522725037791344,-0.748287683076051
11.83693360930614,-0.46605155594490066
22.914209324426,-0.20400457512981512
18.586365777778713,-0.2471916775864934
22.120557218489488,-0.23961946133053386
6.903634572567861,-0.6883259740578519
23.738087593513036,-0.18301484151118158
14.732478262868804,-0.33801038928208715
17.960232881574107,-0.27362700231878595
4.929573863394968,-0.8378337905778948
16.17435229573659,-0.33289497973808146
8.665308123940337,-0.5612163623890862
6.100017226622447,-0.6890897973028984
13.485463475781218,-0.4108040494653437
5.5747793188799575,-0.6638286646792617
13.90745064365219,-0.3849775934741008
8.169654736286544,-0.48528164023923076
15.16557432618436,-0.3006817596200215
7.97159381743603,-0.603980329201765
7.611726076248659,-0.4998749123162232
7.078597195867421,-0.6603210632959235
7.246364939559028,-0.6613979420737159
9.16888037198872,-0.4823980618568662
13.051932981966184,-0.4505662010073517
19.961736130891445,-0.2684018686271496
7.7983890118097445,-0.5635125773526435
14.33693903179724,-0.3699736055473051
3.8364013034528104,-0.8687261551175753
8.42672604418778,-0.7038686127374639
12.628292302943029,-0.4070658601705029
4.073465567310211,-0.845648039119048
16.737370020654428,-0.30136626708776404
